xgb_1,target
0.09209796041250229,0.03789655172413793
0.07824810594320297,0.064
0.06400065124034882,0.019745762711864408
0.036760423332452774,0.004987500000000001
0.05876053124666214,0.00821917808219178
0.14273697137832642,0.15722466960352421
0.053847793489694595,0.013861111111111112
0.09539078176021576,0.2368
0.056789662688970566,0.03597368421052632
0.04791824892163277,0.01618918918918919
0.05270589143037796,0.023244444444444443
0.11070592701435089,0.11192
0.062356628477573395,0.043278350515463915
0.07542318105697632,0.024469387755102042
0.11585741490125656,0.043478260869565216
0.156442329287529,0.5831666666666667
0.18899130821228027,0.14433333333333334
0.1550595760345459,0.1285238095238095
0.05770006403326988,0.18905454545454548
0.1213969811797142,0.03397727272727273
0.08946746587753296,0.03397727272727273
0.09395979344844818,0.0109
0.1262957751750946,0.1999
0.13492552936077118,0.1666
0.12211048603057861,0.14659999999999998
0.11747319251298904,0.06326666666666667
0.09969453513622284,0.0946
0.10383584350347519,0.1046
0.10383584350347519,0.1046
0.11084684729576111,0.14566666666666667
0.11689823120832443,0.32494999999999996
0.10943974554538727,0.15295
0.11584993451833725,0.19945000000000002
0.1331833451986313,0.16495
0.09260232746601105,0.18225000000000002
0.12114964425563812,0.15295
0.1596144735813141,0.08495
0.11195121705532074,0.09475
0.1089363545179367,0.09475
0.1153699979186058,0.11295
0.10002309083938599,0.09295
0.10667193681001663,0.07905000000000001
0.10125687718391418,0.10385
0.09840935468673706,0.025
0.1006457507610321,0.027450000000000002
0.1975773721933365,0.38994999999999996
0.11604384332895279,0.38994999999999996
0.10675448179244995,0.38994999999999996
0.09043386578559875,0.12994999999999998
0.09079166501760483,0.09210000000000002
0.09231273084878922,0.07905000000000001
0.09928358346223831,0.03245
0.09043386578559875,0.05495
0.09859538078308105,0.03495
0.08946746587753296,0.13085000000000002
0.11338429152965546,0.13495
0.11492221057415009,0.11994999999999999
0.11785755306482315,0.16995000000000002
0.09079166501760483,0.11470000000000001
0.11427562683820724,0.14995
0.11769576370716095,0.16495
0.10679610818624496,0.13295
0.09436768293380737,0.09995
0.1311839371919632,0.1048
0.10223652422428131,0.1059
0.10347884148359299,0.09995
0.09877574443817139,0.0762
0.12916205823421478,0.45244999999999996
0.11275959014892578,0.10205
0.12136608362197876,0.22985
0.11764585971832275,0.07495
0.09079166501760483,0.07
0.10236912220716476,0.06974999999999999
0.1170167475938797,0.07
0.09801828861236572,0.1296186440677966
0.08954168111085892,0.12186440677966102
0.08308175206184387,0.13216666666666665
0.08518284559249878,0.097
0.05506780371069908,0.02036734693877551
0.047689829021692276,0.02036734693877551
0.08280026912689209,0.02036734693877551
0.08662516623735428,0.06795999999999999
0.12051834911108017,0.18359999999999999
0.09002243727445602,0.18359999999999999
0.08596067875623703,0.07476000000000001
0.0793377086520195,0.06795999999999999
0.08574138581752777,0.07596
0.07953337579965591,0.06795999999999999
0.09007111191749573,0.07596
0.07933931797742844,0.06
0.07826442271471024,0.05596
0.08814186602830887,0.05996
0.08032424002885818,0.05996
0.08489561080932617,0.05996
0.11152167618274689,0.05996
0.07853235304355621,0.05996
0.10366847366094589,0.05596
0.09635350853204727,0.06516
0.08154439181089401,0.05996
0.08369729667901993,0.05996
0.09560301899909973,0.05196
0.10641486942768097,0.15596000000000002
0.08648697286844254,0.09595999999999999
0.09918549656867981,0.15596000000000002
0.09759844839572906,0.14376
0.088128961622715,0.14376
0.08527238667011261,0.1
0.08185393363237381,0.05996
0.055895183235406876,0.06036
0.07896377146244049,0.20796
0.08254757523536682,0.17596
0.07825461030006409,0.11356000000000001
0.08820578455924988,0.07995999999999999
0.06491458415985107,0.07995999999999999
0.05458572506904602,0.07995999999999999
0.09314782172441483,0.03996
0.06764896959066391,0.05196
0.06447938829660416,0.03996
0.06530492007732391,0.03996
0.059068188071250916,0.03996
0.08905629813671112,0.04516
0.08589347451925278,0.13936
0.07694712281227112,0.13596
0.0797254890203476,0.11556
0.08881159126758575,0.14276
0.08690496534109116,0.11556
0.08262616395950317,0.09595999999999999
0.0755033791065216,0.09595999999999999
0.07978542894124985,0.07995999999999999
0.0828823372721672,0.14796
0.0818997249007225,0.10676000000000001
0.07651059329509735,0.10912000000000001
0.08969197422266006,0.09276000000000001
0.0940600037574768,0.09276000000000001
0.08649946004152298,0.07196
0.09142536669969559,0.06396
0.0915842056274414,0.06396
0.08088856935501099,0.06396
0.08842334151268005,0.09176000000000001
0.06403813511133194,0.09176000000000001
0.1085917055606842,0.09176000000000001
0.0895676538348198,0.10396
0.07636009156703949,0.10396
0.08240034431219101,0.10396
0.09141625463962555,0.10396
0.09812351316213608,0.0376
0.08453347533941269,0.03596
0.08592478185892105,0.127
0.10913002490997314,0.14156
0.08195749670267105,0.11596
0.0921778529882431,0.13596
0.08409983664751053,0.09996
0.1052270233631134,0.09996
0.08405011147260666,0.12556
0.07769021391868591,0.12556
0.10071685910224915,0.12
0.08902783691883087,0.14396
0.09476768970489502,0.09196
0.09561467915773392,0.09996
0.08339823782444,0.12556
0.08151829987764359,0.09996
0.08151829987764359,0.09996
0.08769489824771881,0.09196
0.09071708470582962,0.09196
0.0797615498304367,0.015960000000000002
0.06584717333316803,0.05196
0.08459638059139252,0.04796
0.08007937669754028,0.04796
0.07181611657142639,0.03996
0.08342079073190689,0.05596
0.0786985456943512,0.12304000000000001
0.0786985456943512,0.13996
0.0859462171792984,0.11996
0.09295221418142319,0.11996
0.08363016694784164,0.09156
0.09750466793775558,0.07995999999999999
0.07220359891653061,0.10796
0.08593997359275818,0.12796
0.08845432102680206,0.12796
0.09489770978689194,0.12796
0.08878760784864426,0.023960000000000002
0.06927338987588882,0.17596
0.09209685027599335,0.10396
0.0796966478228569,0.05596
0.0749766156077385,0.05596
0.08736035972833633,0.05596
0.08256937563419342,0.05596
0.0843362957239151,0.05596
0.0878002792596817,0.05596
0.08358988165855408,0.05596
0.08068133145570755,0.05596
0.08151829987764359,0.03196
0.06965746730566025,0.03196
0.06713629513978958,0.03196
0.0761265680193901,0.09652
0.06626828014850616,0.08836
0.09716538339853287,0.10156
0.0836445689201355,0.08836
0.09294392913579941,0.07576000000000001
0.09289256483316422,0.07576000000000001
0.07849043607711792,0.05196
0.08298492431640625,0.05196
0.0805373340845108,0.05196
0.08012006431818008,0.10772
0.09849139302968979,0.14396
0.08234288543462753,0.14396
0.08046707510948181,0.14396
0.08069716393947601,0.10396
0.0911158099770546,0.07544
0.09133535623550415,0.07168000000000001
0.07854173332452774,0.056
0.0588323250412941,0.08436
0.08456295728683472,0.09996
0.08949774503707886,0.05596
0.08460324257612228,0.07995999999999999
0.08608142286539078,0.07748000000000001
0.0886324867606163,0.09652
0.08098442107439041,0.09652
0.08385612070560455,0.108
0.08918152004480362,0.07380769230769231
0.071882463991642,0.07380769230769231
0.07931450754404068,0.03773584905660377
