xgb_1,target
0.06078924611210823,0.03773584905660377
0.0728456974029541,0.03769811320754717
0.08789222687482834,0.08879245283018869
0.08237945288419724,0.03773584905660377
0.07347393035888672,0.011074074074074075
0.055722396820783615,0.010703703703703705
0.08446142822504044,0.12853571428571428
0.0582941435277462,0.12496428571428572
0.09158561378717422,0.12496428571428572
0.06643112748861313,0.1016949152542373
0.09357339143753052,0.08810169491525423
0.09404473006725311,0.0433
0.0669625774025917,0.0433
0.08049667626619339,0.0423
0.08389037102460861,0.10196666666666666
0.08934340626001358,0.1719
0.08622482419013977,0.1689
0.09956243634223938,0.16856666666666667
0.08120526373386383,0.014966666666666668
0.08769670873880386,0.08353333333333333
0.07695198804140091,0.0183
0.0810825526714325,0.07956666666666667
0.08940376341342926,0.10196666666666666
0.08231019228696823,0.07023333333333333
0.08819447457790375,0.09096666666666667
0.08508948981761932,0.05663333333333333
0.05314391106367111,0.07
0.10043471306562424,0.07663333333333333
0.10983438044786453,0.0892
0.08049667626619339,0.06496666666666666
0.08001870661973953,0.07396666666666667
0.0643669068813324,0.06663333333333332
0.07951343059539795,0.05453333333333333
0.049918171018362045,0.05453333333333333
0.09262745082378387,0.10663333333333333
0.08001870661973953,0.10663333333333333
0.09619715809822083,0.10663333333333333
0.08464786410331726,0.08776666666666666
0.08008290082216263,0.05996666666666666
0.09731696546077728,0.05996666666666666
0.08580690622329712,0.058633333333333336
0.08297860622406006,0.058633333333333336
0.08399777859449387,0.07996666666666666
0.09004311263561249,0.07996666666666666
0.08913619071245193,0.07996666666666666
0.08819348365068436,0.062000000000000006
0.06308922171592712,0.12663333333333335
0.08608157187700272,0.016633333333333333
0.083350770175457,0.09663333333333333
0.09572126716375351,0.1123
0.07857181876897812,0.06996666666666666
0.083350770175457,0.08733333333333333
0.07040178030729294,0.0913
0.09042888879776001,0.07663333333333333
0.083350770175457,0.06996666666666666
0.06671884655952454,0.08456666666666666
0.07869361340999603,0.08829999999999999
0.0868716910481453,0.06996666666666666
0.09560161828994751,0.03663333333333334
0.09590866416692734,0.06256666666666666
0.09047096967697144,0.15330000000000002
0.0680823028087616,0.15330000000000002
0.08179548382759094,0.1733
0.08476309478282928,0.15363333333333334
0.09391435235738754,0.08663333333333333
0.08271932601928711,0.06456666666666667
0.08620121330022812,0.06663333333333332
0.0852680578827858,0.06663333333333332
0.06478497385978699,0.01633333333333333
0.05593172460794449,0.04724242424242424
0.06616628170013428,0.046030303030303026
0.07939740270376205,0.05239393939393939
0.06756186485290527,0.030272727272727274
0.07890203595161438,0.030272727272727274
0.04638085514307022,0.07025714285714285
0.05242791771888733,0.07025714285714285
0.03322456777095795,0.015114285714285714
0.05677751451730728,0.0874
0.06771333515644073,0.07451428571428571
0.05237411707639694,0.022857142857142857
0.04992775246500969,0.022857142857142857
0.07976917177438736,0.03425714285714286
0.048224158585071564,0.02282857142857143
0.08875811100006104,0.05912676056338028
0.08279319107532501,0.05123943661971831
0.0633503720164299,0.05912676056338028
0.07596198469400406,0.06757746478873239
0.07909684628248215,0.06461971830985916
0.08844217658042908,0.028140845070422537
0.061151739209890366,0.03377464788732394
0.0665208101272583,0.02594805194805195
0.07861555367708206,0.028545454545454547
0.07332375645637512,0.03685714285714286
0.07596198469400406,0.018155844155844158
0.06641077250242233,0.03477922077922078
0.059817586094141006,0.02844155844155844
0.06024612858891487,0.029975
0.07720866799354553,0.0075
0.0614035539329052,0.012475
0.017563534900546074,0.012475
0.05859549716114998,0.009975000000000001
0.04302584379911423,0.009975000000000001
0.04532001167535782,0.01
0.04063360020518303,0.009975000000000001
0.07360401004552841,0.044974999999999994
0.06506358832120895,0.069975
0.08036380261182785,0.022475000000000002
0.045128557831048965,0.019975
0.07897335290908813,0.019975
0.09162040054798126,0.06075
0.0793643519282341,0.06075
0.028827717527747154,0.137475
0.07750983536243439,0.137475
0.05984828621149063,0.137475
0.06528640538454056,0.009975000000000001
0.07085362821817398,0.04775
0.04278581961989403,0.049975
0.07900477945804596,0.047725
0.07716123014688492,0.06497499999999999
0.02485060691833496,0.013980000000000001
0.05527123063802719,0.03198
0.07446125894784927,0.00598
0.08532476425170898,0.06304
0.08059798926115036,0.027100000000000003
0.10429966449737549,0.308
0.08192232251167297,0.308
0.08279319107532501,0.308
0.0517929382622242,0.011980000000000001
0.07861555367708206,0.00858
0.05228280648589134,0.02118
0.028451822698116302,0.00858
0.03158019855618477,0.00858
0.08573843538761139,0.04194
0.060223761945962906,0.12437999999999999
0.09837698936462402,0.10018
0.07650164514780045,0.12437999999999999
0.06201725825667381,0.07
0.08578485250473022,0.07
0.045081060379743576,0.07
0.05658021569252014,0.03198
0.07531601935625076,0.09198
0.08350038528442383,0.09198
0.07372809946537018,0.07818000000000001
0.05537145212292671,0.05378
0.08279319107532501,0.04998
0.0698685348033905,0.041979999999999996
0.05958659574389458,0.03338
0.06534935534000397,0.013980000000000001
0.056259725242853165,0.013980000000000001
0.05880462005734444,0.013980000000000001
0.07769641280174255,0.013980000000000001
0.089254230260849,0.025436363636363635
0.07214603573083878,0.025436363636363635
0.07521406561136246,0.009474452554744526
0.05843832343816757,0.009474452554744526
0.041160713881254196,0.004271428571428572
0.06966600567102432,0.09445714285714286
0.07719511538743973,0.09445714285714286
0.016058295965194702,0.004653333333333334
0.020542869344353676,0.004653333333333334
0.016058295965194702,0.004653333333333334
0.05437355116009712,0.00532
0.02502940036356449,0.006653333333333334
0.08036380261182785,0.07433333333333333
0.05076190456748009,0.0026533333333333335
0.06339367479085922,0.0026533333333333335
0.0272683035582304,0.0026533333333333335
0.07256937772035599,0.027986666666666663
0.046812206506729126,0.05379
0.05147046223282814,0.05379
0.08221817761659622,0.11865
0.07325006276369095,0.126
0.08597087860107422,0.156
0.08597087860107422,0.134
0.0799308642745018,0.134
0.06265050917863846,0.02699
0.04975498467683792,0.02809
0.038537319749593735,0.03039
0.06061249598860741,0.03039
0.051802925765514374,0.05201
0.08312568068504333,0.08359
0.03269871696829796,0.0049900000000000005
0.07757169753313065,0.04319
0.05370568856596947,0.03579
0.053687017410993576,0.04319
0.06511151045560837,0.03579
0.06532683968544006,0.04399
0.06650003045797348,0.046990000000000004
0.07271894812583923,0.04399
0.08217980712652206,0.05371
0.09586659073829651,0.05371
0.0790250226855278,0.03309
0.08597087860107422,0.027960000000000002
0.08063399791717529,0.04289
0.08597087860107422,0.03475
0.05787719786167145,0.06699
0.04176083579659462,0.07099
0.07577559351921082,0.067
0.04583675041794777,0.067
0.08036380261182785,0.04999
0.05464284121990204,0.055189999999999996
0.03671613708138466,0.04199
0.0789254903793335,0.02891
0.050697796046733856,0.04199
0.05464284121990204,0.04199
0.0611286386847496,0.04199
0.08036380261182785,0.05
0.05751345679163933,0.05
0.08236410468816757,0.069
